date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20251208,0,SO2,2,1,2,1,3,3,2,3,2,3,3,3,4,3,3,1,3,5,4,1,3,2,3,5,1,3,3,3,3,3,3,3,2,1,2
20251208,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,0,NO2,11,14,8,8,18,,7,5,8,7,6,2,18,12,2,1,5,2,7,28,5,4,5,6,4,14,23,6,11,12,17,6,6,4,7
20251208,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,0,O3,48,48,49,53,44,49,47,46,49,53,49,54,37,48,38,58,50,54,55,23,45,50,50,50,52,39,35,52,47,48,39,52,54,58,56
20251208,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,0,CO,0.4,0.2,0.4,0.3,0.3,0.4,0.4,0.1,0.3,0.1,0.3,0.2,0.4,0.8,0.1,0.3,0.3,0.4,0.2,0.3,0.5,0.3,0.1,0.2,0.5,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.5,0.1,0.3
20251208,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,1,SO2,3,1,2,1,3,3,2,3,3,2,1,3,5,3,3,2,3,5,4,1,3,3,3,5,1,5,4,3,3,3,3,3,2,1,2
20251208,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,1,NO2,12,15,10,12,21,9,16,10,7,6,5,2,16,13,2,7,8,2,7,20,9,5,7,9,6,15,23,6,15,12,32,5,6,6,6
20251208,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,1,O3,47,48,45,48,42,48,37,39,49,55,50,54,39,48,37,49,45,55,56,29,42,47,47,47,48,38,35,50,41,48,22,52,55,57,56
20251208,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,1,CO,0.4,0.2,0.4,0.3,0.4,0.4,0.4,0.1,0.3,0.1,0.3,0.2,0.4,0.8,0.1,0.4,0.3,0.4,0.2,0.3,0.5,0.3,0.1,0.2,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.5,0.1,0.3
20251208,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,2,SO2,3,1,1,1,3,3,2,3,2,2,1,3,4,3,3,2,3,6,4,1,3,3,3,5,1,13,7,3,4,3,3,3,1,1,2
20251208,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,2,NO2,23,23,12,14,35,12,19,10,8,5,5,2,16,13,2,10,8,1,7,42,11,5,7,11,6,20,34,6,19,23,44,8,12,7,4
20251208,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,2,O3,35,39,44,46,29,45,35,43,48,61,52,54,38,46,29,46,43,56,57,10,39,41,46,45,50,34,23,53,36,36,13,49,51,58,59
20251208,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,2,CO,0.6,0.2,0.4,0.3,0.4,0.4,0.4,0.1,0.3,0.1,0.3,0.2,0.4,0.8,0.1,0.4,0.3,0.4,0.2,0.4,0.5,0.3,0.1,0.2,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.5,0.1,0.3
20251208,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,3,SO2,3,1,2,1,3,,2,3,3,2,1,3,5,3,3,2,3,6,3,1,3,3,3,5,1,1,4,3,3,3,3,3,2,1,2
20251208,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,3,NO2,33,28,16,14,50,17,11,13,11,6,6,4,14,13,2,16,34,1,6,46,6,6,11,11,6,21,34,7,21,25,55,5,37,8,4
20251208,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,3,O3,25,30,42,48,16,40,44,37,48,57,51,50,39,47,29,38,15,57,57,8,41,40,41,46,49,32,23,53,34,34,6,54,21,57,61
20251208,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,3,CO,0.5,0.2,0.4,0.3,0.4,0.4,0.4,0.2,0.3,0.1,0.3,0.2,0.4,0.8,0.1,0.4,0.4,0.4,0.2,0.3,0.5,0.4,0.2,0.2,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.5,0.1,0.3
20251208,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,4,SO2,3,1,2,1,4,3,2,3,3,3,1,3,5,3,3,1,3,6,4,1,3,3,3,5,1,1,4,3,3,3,3,3,1,1,2
20251208,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,4,NO2,33,30,23,17,38,16,26,24,15,10,6,10,14,13,5,35,34,1,7,48,12,6,9,14,7,23,32,15,17,28,50,6,38,7,4
20251208,4,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,4,O3,26,33,36,46,27,41,27,24,37,51,51,42,38,,32,14,9,54,53,2,35,39,40,41,49,29,21,44,41,32,9,44,15,57,61
20251208,4,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,4,CO,0.4,0.2,0.4,0.3,0.4,0.4,0.4,0.2,0.3,0.1,0.3,0.2,0.4,0.8,0.1,0.4,0.3,0.5,0.2,0.3,0.5,0.4,0.2,0.3,0.5,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.3
20251208,4,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,5,SO2,3,1,3,1,4,3,2,3,3,3,2,3,4,3,3,1,3,6,3,1,3,3,3,5,1,3,4,3,4,3,3,3,2,1,2
20251208,5,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,5,NO2,20,28,34,25,33,17,27,12,17,7,11,23,18,13,8,25,19,2,6,54,11,16,11,18,9,22,27,14,23,44,39,11,26,11,10
20251208,5,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,5,O3,39,37,27,38,31,40,26,40,38,56,45,27,34,45,27,22,20,53,52,2,32,22,35,37,47,30,30,45,34,16,17,42,29,52,58
20251208,5,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,5,CO,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.1,0.3,0.2,0.4,0.8,0.1,0.4,0.4,0.5,0.2,0.4,0.5,0.4,0.2,0.3,0.5,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.5,0.2,0.3
20251208,5,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,6,SO2,3,1,3,1,4,3,2,3,2,3,1,3,5,3,3,1,3,6,4,1,3,3,3,4,1,3,4,3,4,3,3,3,2,2,2
20251208,6,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,6,NO2,16,20,28,29,22,16,35,29,27,9,13,25,13,14,4,19,15,12,7,42,10,19,17,12,10,34,30,27,24,35,38,7,12,11,11
20251208,6,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,6,O3,43,38,32,33,40,41,17,22,30,52,42,24,39,47,23,25,19,42,52,8,30,18,22,43,44,19,30,32,31,24,15,50,47,51,50
20251208,6,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,6,CO,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.2,0.4,0.1,0.3,0.3,0.4,0.8,0.1,0.4,0.5,0.5,0.2,0.3,0.6,0.5,0.2,0.3,0.5,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.5,0.2,0.3
20251208,6,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,7,SO2,3,3,3,2,4,3,2,3,3,3,1,3,5,3,3,1,3,5,4,1,3,2,3,5,1,3,4,3,3,3,3,3,2,2,2
20251208,7,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,7,NO2,20,22,29,27,27,16,39,19,33,12,29,17,18,13,3,17,17,10,6,33,8,24,20,10,11,38,29,48,29,49,37,7,15,31,10
20251208,7,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,7,O3,38,33,31,34,35,40,13,30,21,48,27,31,35,47,20,26,17,43,53,15,42,12,18,45,43,16,30,12,22,10,17,50,45,29,46
20251208,7,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,7,CO,0.5,0.3,0.5,0.4,0.4,0.4,0.5,0.2,0.4,0.1,0.3,0.3,0.4,0.8,0.2,0.4,0.6,0.5,0.2,0.4,0.5,0.6,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.5,0.3,0.4
20251208,7,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,8,SO2,3,1,3,2,4,3,3,3,3,2,1,3,5,3,3,1,3,5,4,1,3,2,3,4,1,3,4,3,4,3,3,3,2,1,2
20251208,8,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,8,NO2,22,24,30,25,41,24,38,27,34,27,42,29,14,13,2,29,26,36,12,45,41,18,18,13,16,32,35,58,36,47,30,33,28,43,24
20251208,8,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,8,O3,37,34,29,34,22,31,16,18,21,31,16,20,41,46,27,10,7,18,46,5,11,20,24,41,36,23,30,5,18,13,23,23,28,13,30
20251208,8,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,8,CO,0.5,0.3,0.5,0.5,0.5,0.5,0.6,0.3,0.5,0.2,0.1,0.4,0.5,0.8,0.2,0.7,0.7,0.8,0.3,0.4,0.7,0.6,0.3,0.3,0.5,0.4,0.3,0.4,0.4,0.4,0.3,0.3,0.7,0.4,0.6
20251208,8,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,9,SO2,4,1,2,2,4,3,3,1,3,3,2,3,5,3,3,2,3,6,4,2,3,3,3,5,1,3,4,1,4,3,3,3,2,2,2
20251208,9,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,9,NO2,20,24,24,20,27,22,32,27,48,33,32,31,13,15,4,29,29,39,40,41,24,18,39,23,16,23,28,46,29,35,27,46,35,35,41
20251208,9,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,9,O3,41,35,35,40,38,36,23,19,10,27,27,19,43,41,39,15,11,17,17,12,29,23,9,33,34,35,35,15,28,26,26,12,25,21,15
20251208,9,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,9,CO,0.5,0.3,0.5,0.5,0.5,0.5,0.6,0.4,0.7,0.4,0.1,0.4,0.5,0.9,0.2,0.7,0.7,0.7,0.5,0.6,0.6,0.6,0.4,0.3,0.5,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.7,0.4,0.6
20251208,9,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,10,SO2,4,1,2,2,4,4,3,1,3,3,4,3,5,3,3,3,4,6,4,1,3,3,3,5,1,1,4,3,4,3,1,3,2,2,2
20251208,10,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,10,NO2,18,22,29,27,20,15,29,23,34,35,27,21,10,17,2,25,32,21,27,23,8,20,21,15,17,20,22,34,28,28,37,29,23,25,21
20251208,10,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,10,O3,44,42,33,36,44,44,27,29,23,25,29,30,47,48,38,27,15,35,31,31,44,22,28,39,37,39,41,23,29,32,20,28,,33,34
20251208,10,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,10,CO,0.5,0.3,0.6,0.5,0.4,0.5,0.6,0.3,0.5,0.4,0.1,0.4,0.5,0.9,0.2,0.6,0.7,0.5,0.4,0.3,0.5,0.7,0.3,0.3,0.5,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.6,0.3,0.4
20251208,10,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,11,SO2,3,1,3,2,4,4,,1,3,3,5,3,5,3,3,5,6,6,4,1,3,3,3,5,1,1,4,1,4,3,1,3,,2,2
20251208,11,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,11,NO2,19,22,21,20,26,17,20,20,21,20,20,14,15,19,2,13,14,14,19,18,,14,14,14,10,17,18,24,23,23,18,22,,17,19
20251208,11,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,11,O3,,43,38,43,40,44,,33,35,40,32,36,44,44,29,43,38,43,40,38,45,36,41,43,46,42,46,34,36,38,41,33,36,44,41
20251208,11,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,11,CO,,0.3,0.5,0.4,0.5,0.6,0.6,0.3,0.4,0.2,0.3,0.3,0.5,0.8,0.2,0.5,0.4,0.5,0.3,0.3,0.5,0.6,0.2,0.3,0.5,0.3,0.3,0.3,0.4,0.4,0.3,0.3,,0.2,0.4
20251208,11,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,12,SO2,,2,2,2,4,3,,1,3,3,2,3,5,3,3,4,5,6,4,2,3,3,3,5,1,1,4,1,4,3,3,3,2,2,2
20251208,12,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,12,NO2,,21,17,23,20,13,,15,18,15,16,10,16,19,4,9,12,13,15,14,10,6,9,16,12,18,21,18,21,22,14,17,17,12,10
20251208,12,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,12,O3,42,45,,43,46,49,,38,39,47,38,42,45,49,29,50,44,47,47,46,48,51,50,46,47,43,43,40,39,39,49,40,40,51,52
20251208,12,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,12,CO,0.2,0.3,0.4,0.4,0.4,0.5,,0.2,0.4,0.2,0.3,0.3,0.5,0.8,0.2,0.5,0.3,0.5,0.3,0.3,,0.4,0.2,0.3,0.5,0.3,0.1,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.3
20251208,12,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,13,SO2,3,2,2,2,4,3,3,1,3,4,2,3,4,3,3,4,5,6,4,2,2,3,1,6,2,1,4,1,4,3,1,3,2,2,3
20251208,13,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,13,NO2,9,17,,19,19,13,21,12,16,15,13,7,21,21,6,8,13,12,15,10,12,6,9,23,22,16,18,15,15,16,17,13,12,12,14
20251208,13,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,13,O3,46,49,39,47,48,49,,42,42,49,41,46,42,46,36,55,47,49,48,52,50,54,52,42,41,43,46,45,46,47,48,45,46,52,49
20251208,13,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,13,CO,0.2,0.2,,0.3,0.4,0.5,,0.2,0.4,0.2,0.3,0.3,0.5,0.8,0.2,0.5,0.3,0.5,0.2,0.3,0.3,0.4,0.2,0.4,0.6,0.3,0.1,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.4
20251208,13,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,14,SO2,3,2,3,2,4,4,2,1,4,4,2,3,5,3,3,4,5,6,4,1,2,3,1,5,1,1,4,1,5,3,1,3,3,3,3
20251208,14,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,14,NO2,10,18,13,21,19,12,,14,18,15,14,10,18,21,5,8,11,17,20,12,13,10,16,18,18,15,18,17,15,14,20,17,17,10,14
20251208,14,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,14,O3,48,51,44,49,49,51,39,41,42,52,41,45,45,48,12,59,53,46,45,50,50,51,47,46,45,45,47,45,48,50,47,42,43,57,52
20251208,14,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,14,CO,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.2,0.4,0.2,0.3,0.3,0.5,0.8,0.2,0.4,0.3,0.6,0.3,0.3,0.3,0.4,0.2,0.3,0.6,0.3,0.1,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3
20251208,14,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,15,SO2,3,2,3,2,5,4,3,1,4,4,3,3,4,3,3,4,6,6,4,1,3,4,1,5,2,1,4,1,4,3,1,3,3,2,3
20251208,15,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,15,NO2,11,19,12,23,21,13,15,15,19,17,14,10,18,20,8,9,11,18,19,23,20,14,21,18,18,15,19,18,17,16,17,16,17,12,13
20251208,15,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251208,15,O3,51,52,47,49,50,52,42,43,44,50,44,47,45,50,27,60,53,46,47,43,45,46,43,46,45,45,47,45,48,50,51,45,45,55,54
20251208,15,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
