date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20251115,0,SO2,4,3,3,3,5,4,5,3,4,3,1,1,5,1,3,3,3,4,4,3,2,3,4,5,1,3,5,1,2,3,3,1,1,2,3
20251115,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251115,0,NO2,85,53,83,93,91,74,74,41,67,62,64,111,44,46,31,42,43,25,24,50,42,38,30,62,49,87,90,73,63,78,71,42,41,78,39
20251115,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251115,0,O3,7,2,1,3,1,3,1,2,2,3,2,2,14,8,18,4,2,22,26,2,3,15,3,1,2,1,4,1,2,2,1,4,7,2,14
20251115,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251115,0,CO,2.8,0.8,1,1.1,1.4,0.9,1,0.8,1,0.5,1,0.9,0.5,1.1,0.4,0.7,0.7,0.8,0.5,0.6,0.6,0.7,0.7,0.7,1.1,1.2,0.9,0.8,0.7,0.9,0.9,0.6,0.5,0.6,0.4
20251115,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251115,1,SO2,4,1,3,3,5,4,5,3,4,3,3,1,5,1,3,2,3,5,3,2,2,3,4,5,1,4,6,2,2,3,3,1,1,3,3
20251115,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251115,1,NO2,84,54,78,91,90,78,67,40,65,53,58,101,43,43,29,40,40,25,25,46,37,35,27,61,53,96,87,74,52,82,67,37,33,81,33
